330;1987;208.09;44100;Freddie Mercury;The Great Pretender
331;1987;175.12;44100;Ben E King;Stand By Me
332;1987;229.57;44100;Curiosity Killed The Cat;Down To Earth
333;1987;280.47;44100;Communards;So Cold The Night
334;1987;195.01;44100;Steve Silk Hurley;Jack Your Body
335;1987;247.37;44100;Taffy;I Love My Radio
336;1987;227.52;44100;Nick Kamen;Loving You Is Sweeter Than Ever
337;1987;258.23;44100;aha;Manhattan Skyline
338;1987;176.28;44100;Westworld;Sonic Boom Boy
339;1987;227.16;44100;Bon Jovi;Livin On A Prayer
340;1987;286.60;44100;Genesis;Land Of Confusion
341;1987;240.21;44100;Europe;The Final Countdown
342;1987;264.23;44100;Gary Moore;Over The Hills And Far Away
343;1987;227.59;44100;Ward Brothers;Cross That Bridge
344;1987;269.84;44100;Pretenders;Hymn To Her
345;1987;165.07;44100;Jackie Wilson;Reet Petite
346;1987;229.43;44100;Mental As Anything;Live It Up
347;1987;256.24;44100;Simply Red;The Right Thing
348;1987;208.03;44100;Robbie Nevil;Cest La Vie
349;1987;225.73;44100;Hot Chocolate;You Sexy Thing
350;1987;243.67;44100;The Blow Monkeys;It Doesnt Have To Be This Way
351;1987;238.97;44100;Boy George;Everything I Own
352;1987;185.73;44100;UB40;Rat In Mi Kitchen
353;1987;233.67;44100;5 Star;Stay Out Of My Life
354;1987;218.43;44100;Pepsi  Shirlie;Heartache
355;1987;251.47;44100;Berlin;Take My Breath Away
356;1987;207.07;44100;Freddie Mercury;The Great Pretender
357;1987;180.33;44100;Ben E King;Stand By Me
358;1987;231.60;44100;Curiosity Killed The Cat;Down To Earth
359;1987;287.07;44100;Genesis;Land Of Confusion
360;1987;268.27;44100;The Pretenders;Hymn To Her
361;1988;235.67;44100;Pet Shop Boys;Always On My Mind
362;1988;244.07;44100;Belinda Carlisle;Heaven Is A Place On Earth
363;1988;284.20;44100;Billy Ocean;Get Outta My Dreams Get Into My Car
364;1988;246.93;44100;Jermaine Stewart;Say It Again
365;1988;241.23;44100;Eddy Grant;Gimme Hope JoAnna
366;1988;115.47;44100;Eddie Cochran;CMon Everybody
367;1988;234.31;44100;Morrissey;Suedehead
368;1988;230.16;44100;Elton John;Candle In The Wind
369;1988;271.47;44100;Wet Wet Wet;Angel Eyes Home  Away
370;1988;261.67;44100;Johnny Hates Jazz;Turn Back The Clock
371;1988;236.24;44100;TPau;Valentine
372;1988;264.96;44100;Billy Idol;Hot In The City
373;1988;227.91;44100;Sinad OConnor;Mandinka
374;1988;274.27;44100;The Mission;Tower Of Strength
375;1988;194.49;44100;Whitesnake;Give Me All Your Love
376;1988;205.29;44100;Kylie Minogue;I Should Be So Lucky
377;1988;203.84;44100;Mel  Kim;Thats The Way It Is
378;1988;227.40;44100;Joyce Sims;Come Into My Life Radio
379;1988;223.73;44100;Jellybean Featuring Elisa Fiorillo;Who Found Who feat Elisa Fiorillo
380;1988;216.00;44100;Bananarama;I Cant Help It
381;1988;182.76;44100;Dollar;Oh LAmour
382;1988;232.33;44100;Vanessa Paradis;Joe Le Taxi
383;1988;227.93;44100;Morris Minor And The Majors;Stutter Rap No Sleep Til Bedtime
384;1988;203.97;44100;Bomb The Bass;Beat Dis
385;1988;227.20;44100;Coldcut Featuring Yazz And The Plastic Population;Doctorin The House feat The Plastic PopulationYazz
386;1988;217.09;44100;Krush;House Arrest
387;1988;231.73;44100;Jack N Chill;The Jack That House Built
388;1988;191.17;44100;Beatmasters Featuring The Cooking Crew;Rok Da House feat The Cookie Crew
389;1988;231.73;44100;Two Men A Drum Machine And A Trumpet;Im Tired Of Getting Pushed Around
390;1988;254.73;44100;Climie Fisher;Rise To The Occasion
391;1988;159.85;44100;Wet Wet Wet;With A Little Help From My Friends
392;1988;214.95;44100;Morrissey;Everyday Is Like Sunday
393;1988;229.45;44100;Danny Wilson;Marys Prayer
394;1988;205.39;44100;Johnny Hates Jazz;Heart Of Gold
395;1988;184.09;44100;Voice Of The Beehive;Dont Call Me Baby
396;1988;212.08;44100;Iron Maiden;Can I Play With Madness
397;1988;227.05;44100;Heart;These Dreams
398;1988;243.89;44100;TPau;I Will Be With You
399;1988;221.75;44100;Belinda Carlisle;Circle In The Sand
400;1988;215.63;44100;Maxi Priest;Wild World
401;1988;235.15;44100;Aswad;Give A Little Love
402;1988;270.23;44100;Climie Fisher;Love Changes Everything
403;1988;273.92;44100;Elton John;I Dont Wanna Go On With You Like That
404;1988;262.08;44100;Scritti Politti;Oh Patti Dont Feel Sorry For Loverboy
405;1988;308.89;44100;Phil Collins;In The Air Tonight 88 Remix
406;1988;210.19;44100;Hothouse Flowers;Dont Go
407;1988;217.81;44100;The Timelords;Doctorin The Tardis
408;1988;209.48;44100;Salt N Pepa;Push It
409;1988;228.43;44100;Derek B;Bad Young Brother
410;1988;215.05;44100;James Brown;The Payback Mix Part One
411;1988;205.75;44100;Rose Royce;Car Wash
412;1988;256.05;44100;Natalie Cole;Pink Cadillac
413;1988;233.99;44100;Jellybean;Just A Mirage
414;1988;235.56;44100;Will Downing;A Love Supreme Radio Mix
415;1988;234.96;44100;Sabrina;Boys Summertime Love
416;1988;227.15;44100;Bananarama;I Want You Back
417;1988;228.12;44100;Tiffany;I Think Were Alone Now
418;1988;225.05;44100;Hazell Dean;Whos Leaving Who
419;1988;229.96;44100;The Communards;Theres More To Love
420;1988;225.19;44100;Jermaine Stewart;Get Lucky
421;1988;228.55;44100;Glenn Medeiros;Nothings Gonna Change My Love For You
422;1988;235.96;44100;SExpress;Theme From SExpress
423;1988;243.39;44100;Yazz And The Plastic Population;The Only Way Is Up
424;1988;234.65;44100;Bobby McFerrin;Dont Worry Be Happy
425;1988;249.21;44100;The Art Of Noise Featuring Tom Jones;Kiss
426;1988;176.65;44100;Bryan Ferry;Lets Stick Together Westside 88 Mix
427;1988;210.32;44100;Kim Wilde;You Came
428;1988;226.59;44100;Bomb The Bass;Dont Make Me Wait
